Latitude,Longitude,Depth,Datetime,Surf_DH
85.509,55.599,3.853211669921875,2008-03-15,0.13652
85.463,54.424,3.872343994140625,2008-03-16,0.13542
85.404,53.337,3.884979736328125,2008-03-17,0.13651
85.381,52.851,3.841020263671875,2008-03-18,0.13833
85.357,52.129,3.841111083984375,2008-03-19,0.13653
85.278,51.689,3.882159912109375,2008-03-20,0.13735
85.259,51.305,3.8747294921875,2008-03-21,0.13871
85.245,51.125,3.868723876953125,2008-03-22,0.13849
85.205,49.31,3.884929443359375,2008-03-23,0.13651
85.213,48.396,3.89312890625,2008-03-24,0.13723
85.19,47.199,3.88964990234375,2008-03-25,0.13229
85.152,46.283,3.904648193359375,2008-03-26,0.13002
85.106,45.487,3.884731201171875,2008-03-27,0.13603
85.05,44.311,3.93746533203125,2008-03-28,0.13861
85.024,44.028,3.97451708984375,2008-03-29,0.14094
84.968,43.331,3.927830810546875,2008-03-30,0.14421
84.897,42.719,3.932416259765625,2008-03-31,0.13677
84.828,42.441,3.971685791015625,2008-04-01,0.13435
84.734,42.223,4.023622314453125,2008-04-02,0.1329
84.641,42.267,3.955083740234375,2008-04-03,0.13541
84.39,42.132,3.9262158203125,2008-04-04,0.13417
84.364,41.937,3.924411376953125,2008-04-05,0.1372
84.309,41.965,3.92244482421875,2008-04-06,0.13753
84.283,42.195,3.92097119140625,2008-04-07,0.13732
84.236,41.526,3.9212275390625,2008-04-08,0.13642
84.139,40.89,3.915887451171875,2008-04-09,0.13778
84.089,40.306,3.920475341796875,2008-04-10,0.13437
84.077,39.515,3.920005126953125,2008-04-11,0.1361
84.074,39.199,3.9246064453125,2008-04-12,0.1372
84.076,39.053,3.924797607421875,2008-04-13,0.13798
84.144,39.074,3.921968017578125,2008-04-14,0.13703
84.226,39.225,3.921039794921875,2008-04-15,0.13649
84.355,38.56,3.9406865234375,2008-04-16,0.1382
84.348,39.314,3.93206005859375,2008-04-17,0.14093
84.392,38.693,3.950077392578125,2008-04-18,0.13825
84.387,37.8,3.96508154296875,2008-04-19,0.13826
84.335,36.975,3.982159423828125,2008-04-20,0.13642
84.249,36.026,3.989634521484375,2008-04-21,0.13316
84.198,35.051,4.03683251953125,2008-04-22,0.12986
84.138,33.661,4.032513916015625,2008-04-23,0.1317
84.128,33.2,4.005288330078125,2008-04-24,0.13139
84.093,32.39,3.998727294921875,2008-04-25,0.13429
84.041,32.017,3.997765380859375,2008-04-26,0.13536
84.049,31.856,3.999778564453125,2008-04-27,0.13573
84.053,31.558,4.01098291015625,2008-04-28,0.13518
84.037,31.291,4.008812744140625,2008-04-29,0.14185
84.021,31.068,4.010178955078125,2008-04-30,0.1382
84.012,30.882,4.0042236328125,2008-05-01,0.13751
83.981,30.636,3.931630126953125,2008-05-02,0.13795
83.95,30.507,3.90950732421875,2008-05-03,0.13662
83.856,30.133,4.006089599609375,2008-05-04,0.13479
83.786,29.881,3.99258984375,2008-05-05,0.13223
83.769,29.369,4.006310791015625,2008-05-06,0.13309
83.721,28.655,3.99461669921875,2008-05-07,0.13127
83.687,28.382,4.001701416015625,2008-05-08,0.12603
83.656,28.022,4.00193359375,2008-05-09,0.12755
83.621,27.8,3.999629150390625,2008-05-10,0.12651
83.569,27.413,3.985242919921875,2008-05-11,0.12964
83.509,27.085,4.010700439453125,2008-05-12,0.13178
83.465,27.084,3.99312744140625,2008-05-13,0.13235
83.426,27.301,4.009776611328125,2008-05-14,0.13475
83.417,27.596,4.0182822265625,2008-05-15,0.13482
83.431,27.819,3.9791171875,2008-05-16,0.12948
83.407,27.287,3.98694140625,2008-05-17,0.13389
83.379,27.077,3.978540283203125,2008-05-18,0.13054
83.292,26.852,4.001207763671875,2008-05-19,0.12753
83.2,27.145,3.980989013671875,2008-05-20,0.12722
83.083,27.732,3.9223525390625,2008-05-21,0.12412
82.914,28.604,3.897286865234375,2008-05-22,0.12723
82.878,28.448,3.90839501953125,2008-05-23,0.12375
82.804,28.285,3.907232421875,2008-05-24,0.12128
82.778,28.362,3.876102294921875,2008-05-25,0.12258
82.679,28.206,3.888541259765625,2008-05-26,0.11966
82.666,27.888,3.893694091796875,2008-05-27,0.11642
82.664,27.847,3.8941298828125,2008-05-28,0.11709
82.624,28.236,3.85247314453125,2008-05-29,0.11755
82.576,28.596,3.813168212890625,2008-05-30,0.1132
82.598,28.428,3.829984130859375,2008-05-31,0.11368
82.653,28.221,3.87864990234375,2008-06-01,0.11714
82.758,28.266,3.886681396484375,2008-06-02,0.12127
82.792,28.411,3.88006201171875,2008-06-03,0.11895
82.622,28.425,3.844697021484375,2008-06-04,0.11576
82.538,28.452,3.823446044921875,2008-06-05,0.11665
82.443,28.411,3.80392578125,2008-06-06,0.10825
82.355,28.237,3.754963623046875,2008-06-07,0.10737
82.368,28.025,3.779727294921875,2008-06-08,0.10703
82.382,28.261,3.805851318359375,2008-06-09,0.10575
82.378,28.918,3.72922265625,2008-06-10,0.09629
82.337,29.438,3.715883056640625,2008-06-11,0.10708
82.244,29.062,3.6510107421875,2008-06-12,0.10924
82.016,29.129,3.51944873046875,2008-06-13,0.09716
81.888,29.151,3.377356689453125,2008-06-14,0.10786
81.781,29.206,3.23623779296875,2008-06-15,0.10432
81.68,28.914,2.96434619140625,2008-06-16,0.10995
81.618,28.492,2.739450927734375,2008-06-17,0.11094
81.578,28.315,2.4763173828125,2008-06-18,0.1066
81.562,28.203,2.42507177734375,2008-06-19,0.10684
81.466,28.409,1.69437255859375,2008-06-20,0.09528
